experiment,Grid GHG intensity,Light-duty vehicles: % of LDV stock: EV,Light-duty vehicles: % of LDV stock: PHEV,Trucks: % of MDT stock: EV,Transit vehicles: % of transit bus fleet: EV,Transit vehicles: % of school bus fleet: EV,Transit vehicles: % of commuter rail electrified,Land Use,Prior drive mode share of new riders: bus,Prior drive mode share of new riders: urban rail,Operational improvements: Ridership elasticity,Operational improvements: One-way length of bus routes w/op. improvements,Operational improvements: % travel time savings,New service: New one-way route-miles: rapid bus,New service: New one-way route-miles: urban rail,New service: Average load factor: new rapid bus,New service: Average load factor: new urban rail,New service: Fuel type of new bus service,Active Transportation: Use growth factor or elasticity?,Active Transportation: New bike facility miles,Active Transportation: Bike growth factor,Active Transportation: E-bike % of bike miles,Active Transportation: Share of <2 mi trips converted to walk,Active Transportation: Prior drive mode share of new bike & walk trips:,CAV (Private),% CAV market penetration: LDV,% CAV market penetration: MDT,CAV technology: LDV,CAV technology: MDV,CAV efficiency improvement,CAV - % VMT change: LDV,CAV - % VMT change: MDT,Smart Mobility: Change in auto owership,Ridehailing: Technology,Ridehailing: Market penetration,Ridehailing: Vehicle occupancy: work,Ridehailing: Vehicle occupancy: non-work,Ridehailing: Circuity/deadhead factor,Ridehailing: Prior drive mode share,Demand Reponsive: Technology,Demand Reponsive: Market penetration,Demand Reponsive: Vehicle occupancy,Demand Reponsive: Circuity/deadhead factor,Demand Reponsive: Prior drive mode share,Demand Reponsive: % electric vehicle,Pricing,Pricing: Carbon price change,"Pricing: Fuel cost change (gasoline, diesel)",Pricing: Price change per vehicle-trip ,Pricing: Price change per VMT,Pricing: Elasticity: VMT w/r/t fuel price (LDV),TDM: Additional % workers receiving transit benefit:,TDM: Additional % workers receiving transit benefit: <50 workers,TDM: Additional % workers receiving transit benefit: 50-100 workers,TDM: Additional % workers receiving transit benefit: >100 workers,TDM: Additional % workers at workplace w/TDM program,TDM: Additional % workers at workplace w/TDM program: <50 workers,TDM: Additional % workers at workplace w/TDM program: 50-100 workers,TDM: Additional % workers at workplace w/TDM program: >100 workers,TDM: Additional % workers at workplace w/TDM program: Change in drive-alone mode share w/TDM program,Residential TDM:,Residential TDM: % of residential growth in TDM regulated units,Residential TDM: Mode shift of affected residents,GHG Change 2030: Clean Vehicles,GHG Change 2030: Land Use,GHG Change 2030: Transit,GHG Change 2030: Active Transportation,GHG Change 2030: CAV,GHG Change 2030: Smart Mobility,GHG Change 2030: Travel Pricing,GHG Change 2030: TDM,GHG Change 2030: Combined,GHG Change 2050: Clean Vehicles,GHG Change 2050: Land Use,GHG Change 2050: Transit,GHG Change 2050: Active Transportation,GHG Change 2050: CAV,GHG Change 2050: Smart Mobility,GHG Change 2050: Travel Pricing,GHG Change 2050: TDM,GHG Change 2050: Combined
314,232,87,13,56,12,29,16,True,98,91,135,161,14,53,131,27,14,CNG,growth factor,49,97,37,52,19,False,85,100,baseline,baseline,42,84,41,3,fleet average,5,27,17,16,77,fleet average,17,139,19,33,34,False,80,260,9,7,40,True,2,27,26,False,31,8,2,64,False,35,36,-714796.5267637772,0.0,-22609.539308852913,-20218.34695110414,0.0,-37687.447043634595,0.0,0.0,682896.9864789746,-3013.0934611043194,0.0,-10815.505346902557,-28930.221155355084,0.0,-139849.89017606858,0.0,0.0,1013088.6374018841
315,0,17,93,97,24,62,50,False,86,27,61,309,68,87,64,35,38,gasoline,elasticity,28,38,98,52,100,True,69,57,baseline,baseline,23,49,43,13,fleet average,22,25,25,15,65,EV,0,54,16,12,61,False,18,349,10,1,26,False,19,38,41,False,45,17,47,90,False,27,77,-918185.2541319741,0.0,-26812.386593403833,-35027.2796878671,0.0,-90113.58564608665,0.0,0.0,428808.71209278825,-3016.8981258639833,0.0,-4441.221895359921,-86028.58716655125,0.0,-141430.496181331,0.0,0.0,967037.2371811292
316,324,57,69,64,63,35,19,False,99,51,86,237,2,9,99,30,22,gasoline,elasticity,4,30,24,9,100,False,2,22,baseline,EV,44,69,4,18,EV,10,25,23,19,96,EV,1,90,11,8,17,True,29,207,5,4,33,False,42,6,15,True,39,11,48,16,False,44,34,-620108.1287826104,0.0,-3939.249298485362,-25048.23052768137,0.0,-88967.9506524311,0.0,0.0,732010.7721845107,-3014.9957934841514,0.0,-7131.469443105454,-86028.58716655125,0.0,-135116.80854697048,0.0,0.0,970668.3361636675
317,332,40,93,58,91,84,99,False,83,26,108,120,76,51,55,4,3,electricity,elasticity,162,32,21,6,70,True,11,78,EV,baseline,16,99,59,19,fleet average,10,21,13,11,39,EV,12,105,17,74,70,False,35,299,6,6,39,True,46,41,34,True,1,26,47,74,True,51,66,-606647.7426336348,0.0,13916.282585007597,-19265.3233014262,0.0,-146820.14680089973,0.0,0.0,699784.2801601256,-3013.365222872817,0.0,-4242.394992872459,-64881.04419944156,0.0,-147740.61792732723,0.0,0.0,979773.4818675915
318,62,82,4,1,43,45,78,True,22,13,37,84,132,131,89,5,58,gasoline,growth factor,139,43,27,14,69,False,19,9,EV,baseline,49,17,13,11,fleet average,24,17,10,19,0,EV,6,72,13,94,13,True,81,142,2,18,20,True,12,9,48,False,29,47,0,28,True,4,66,-881249.8964837788,0.0,-4271.14757907338,-28475.376902814944,0.0,123200.03024750545,0.0,0.0,682215.4969525562,-3018.5286964752013,0.0,-881.4561340442667,-64176.126100537906,0.0,-135119.1263999065,0.0,0.0,995091.6528995532
319,181,35,90,1,13,93,31,False,41,77,3,24,10,35,42,8,43,CNG,elasticity,42,15,11,29,66,False,84,46,EV,baseline,14,1,23,9,EV,2,14,17,18,82,fleet average,9,39,20,12,0,True,21,211,5,18,21,False,14,3,1,True,37,4,6,70,True,14,76,-752828.7440892026,0.0,-25742.479625842338,-4134.057490725076,0.0,38730.29161791634,0.0,0.0,726637.8794374731,-3018.2569347067038,0.0,-7502.708853106822,-62061.37180382694,0.0,-136697.05799315523,0.0,0.0,989925.6556911725
320,109,26,32,18,98,46,28,True,19,2,95,58,139,27,104,4,54,electricity,elasticity,180,89,71,42,63,False,82,16,EV,EV,19,39,97,11,fleet average,11,23,27,11,59,fleet average,2,101,11,53,73,True,64,161,3,2,18,True,31,38,30,False,43,48,37,79,False,69,95,-453892.30498281505,0.0,7087.256608015013,-61934.314164753625,0.0,-157877.46362648546,0.0,0.0,812176.6033327912,-3019.0722200123128,0.0,247.20007537532769,-59946.617507115974,0.0,-147744.3621346582,0.0,0.0,987782.5830351729
321,97,27,58,2,42,23,14,False,45,14,46,230,97,59,0,5,47,gasoline,elasticity,139,43,27,19,45,True,29,8,EV,baseline,45,57,13,19,fleet average,16,27,12,13,92,fleet average,12,68,16,70,40,True,22,43,7,17,37,False,9,47,34,True,38,21,35,11,False,86,96,-579781.2242244324,0.0,2436.8942011494305,-18545.559105881308,0.0,-325980.6134083996,0.0,0.0,544061.1561143138,-3013.9087464099284,0.0,-1785.909515160065,-47258.091726850165,0.0,-144584.75472696067,0.0,0.0,1000196.2152599541
322,337,4,74,70,81,76,71,True,62,76,11,441,177,61,11,38,28,diesel,elasticity,152,67,60,26,78,False,38,84,baseline,baseline,19,68,8,11,EV,18,27,20,20,38,fleet average,9,143,19,13,31,True,58,46,10,14,45,False,19,29,42,False,39,39,3,38,True,70,55,-310683.8123208474,0.0,-8984.637738779407,-55106.7906789249,0.0,1434.7201276620035,0.0,0.0,1096462.6564442762,-3011.734652261599,0.0,-8150.63372497336,-70520.3889906708,0.0,-133536.5591578459,0.0,0.0,984927.2875108641
323,43,5,61,79,36,30,78,False,63,48,142,10,123,145,63,33,27,gasoline,elasticity,25,53,84,42,71,False,53,4,baseline,baseline,0,25,41,11,EV,18,28,14,17,56,fleet average,3,49,16,45,60,False,17,369,6,13,10,True,47,12,1,True,44,36,8,99,False,68,85,-527615.8186892236,0.0,-26196.035483748343,-38107.822082377745,0.0,-37190.38501901141,0.0,0.0,852177.2897783457,-3021.246314160642,0.0,-5582.3929894948105,-65585.96229834523,0.0,-138277.12919328627,0.0,0.0,986947.0153683552
324,15,53,73,95,62,10,64,False,11,98,122,126,72,146,36,37,2,gasoline,elasticity,99,90,31,15,87,False,52,40,EV,baseline,28,58,7,9,EV,4,24,18,14,92,EV,0,146,12,6,90,False,82,297,4,13,36,True,46,22,6,False,10,15,24,49,False,64,99,-1167677.0832023537,0.0,4514.197407369494,-87063.58873624711,0.0,-8602.622362969698,0.0,0.0,263734.8255279681,-3014.180508178426,0.0,-8396.910679721794,-76864.65188080372,0.0,-143006.82312737178,0.0,0.0,970346.3533787624
325,338,51,86,5,74,91,13,False,82,46,38,184,48,145,77,21,22,CNG,growth factor,179,22,0,49,8,False,5,46,EV,baseline,50,67,16,9,fleet average,29,23,27,14,15,EV,20,36,10,24,46,False,1,324,1,3,41,False,15,0,49,True,33,21,46,98,False,17,57,-583296.4118802329,0.0,-5489.832795595638,-1208.0511085024848,0.0,413906.2927192958,0.0,0.0,1280617.1158602952,-3012.8216993357055,0.0,-6066.772282805304,-21176.122067414868,0.0,-143005.93166924853,0.0,0.0,1020871.1908187766
326,200,31,26,75,5,78,38,False,11,33,66,332,182,34,101,2,45,CNG,growth factor,7,92,89,8,36,False,64,61,EV,EV,46,63,96,19,fleet average,10,16,18,13,3,fleet average,6,133,14,74,86,True,59,371,7,8,5,True,38,36,16,False,23,20,10,72,False,78,20,-429569.1548617694,0.0,-19597.785348020294,-35994.31327183156,0.0,-247037.47744071856,0.0,0.0,749817.6048192751,-3022.6051230033627,0.0,-2353.020184662943,-40913.82883671724,0.0,-144590.46028085478,0.0,0.0,1005252.0879106162
327,140,31,62,51,36,47,33,False,58,34,94,11,120,26,134,25,32,CNG,growth factor,150,60,3,13,64,False,87,62,EV,EV,30,57,28,17,EV,23,11,15,13,26,EV,13,89,14,70,25,False,53,27,6,0,27,True,39,32,11,True,40,3,8,24,True,45,96,-648962.3744582841,0.0,-21395.761634130522,-40114.115442369985,0.0,-162161.0594323602,0.0,0.0,617817.9868493337,-3016.6263640953694,0.0,-4104.225340132745,-60651.53560601962,0.0,-144586.5376689635,0.0,0.0,986548.8764177114
328,205,86,70,9,54,60,69,False,23,51,40,385,155,79,136,19,10,diesel,elasticity,116,41,16,7,91,False,33,76,baseline,baseline,36,45,55,12,EV,25,19,11,10,26,fleet average,6,113,13,8,22,False,94,53,8,14,11,False,47,12,41,False,3,5,20,54,True,57,12,-1080075.9277829356,0.0,5933.598479223098,-35342.6899683683,0.0,-66559.50979796254,0.0,0.0,303008.31549361907,-3020.9745523921447,0.0,-4450.08882431778,-79684.32427641835,0.0,-149323.72013460853,0.0,0.0,965242.5398534149
329,35,12,87,96,78,82,58,True,22,39,97,110,94,10,78,19,22,CNG,growth factor,63,77,84,40,76,False,73,50,EV,EV,40,8,83,13,EV,18,25,16,14,90,EV,16,46,14,73,7,True,58,178,3,6,32,True,46,7,49,True,49,25,7,67,False,63,29,-804670.7459788488,0.0,-13692.601990740073,-63595.112214738576,0.0,-387038.83158638125,0.0,0.0,250295.05989368312,-3015.267555252649,0.0,-3299.0123320678063,-69110.55279286351,0.0,-143007.53630100284,0.0,0.0,981312.9742597344
330,147,96,50,99,73,73,18,True,95,76,131,169,111,38,36,8,39,gasoline,growth factor,71,95,76,11,50,False,31,50,baseline,baseline,20,51,95,9,fleet average,2,29,13,12,95,EV,17,97,13,20,3,False,11,335,8,8,6,True,36,48,6,True,8,0,24,70,False,78,65,-1226621.6030289456,0.0,-22697.908376105388,-52611.22327094947,0.0,376885.3806947741,0.0,0.0,575171.4982020602,-3022.333361234865,0.0,-9314.917414710113,-50782.68222136843,0.0,-146168.39186815938,0.0,0.0,989286.5171238423
331,280,100,77,38,55,89,0,False,30,43,64,482,51,125,106,23,17,CNG,elasticity,33,61,9,49,85,True,80,3,EV,EV,24,69,30,18,fleet average,13,11,13,14,23,fleet average,23,65,20,63,37,False,6,270,2,4,12,True,8,49,19,True,20,31,20,30,True,67,27,-1063191.495477032,0.0,5650.350526314494,-54402.23970397528,0.0,8644711.386066722,0.0,0.0,8733510.251722014,-3020.7027906235307,0.0,-3953.1946462919936,-75454.8156829964,0.0,-143011.10226426064,0.0,0.0,975216.1840570188
332,175,59,98,24,79,76,21,True,53,83,1,20,7,19,128,10,45,gasoline,elasticity,40,83,6,33,86,False,64,79,EV,EV,14,99,40,10,fleet average,9,15,15,16,41,fleet average,22,99,15,7,67,False,71,46,0,2,7,True,33,19,36,False,34,21,46,0,True,83,33,-1054805.6963777044,0.0,-96085.89629127608,-78721.22632348388,0.0,158622.95112329605,0.0,0.0,494530.6695041762,-3022.0615994663676,0.0,-8483.9823244431,-76159.73378190008,0.0,-139855.77399582998,0.0,0.0,973810.1156232564
333,92,13,65,42,80,79,45,True,18,24,44,454,29,93,89,13,53,CNG,growth factor,26,54,42,53,24,False,9,84,EV,baseline,19,50,92,17,EV,18,21,11,15,88,fleet average,14,51,15,52,61,True,31,40,1,14,25,False,42,20,29,True,30,24,48,77,True,33,89,-563203.3159529963,0.0,-16200.558580607089,-13107.66679208068,0.0,-237619.195587736,0.0,0.0,641977.5576229364,-3017.169887632481,0.0,-1763.1430759439427,-32454.81164987336,0.0,-141430.674478107,0.0,0.0,1016224.8315172398
334,63,62,26,21,15,90,19,False,95,15,64,483,130,119,116,32,41,electricity,growth factor,112,77,80,32,94,False,83,53,EV,EV,15,92,90,20,EV,29,13,18,10,38,fleet average,2,88,10,54,9,True,20,11,4,17,50,False,40,18,35,True,41,7,47,85,True,23,35,-788731.5546723441,0.0,-29464.69784919951,-78627.23253284155,0.0,-67503.57011754332,0.0,0.0,555819.6156247949,-3010.375843418762,0.0,-3642.958642424116,-81799.0785731293,0.0,-149316.76663761388,0.0,0.0,964077.0553235068
335,158,16,38,84,36,20,58,True,32,35,114,432,85,43,93,29,56,CNG,growth factor,78,49,90,40,36,False,100,90,baseline,baseline,3,11,4,15,EV,27,17,17,14,35,fleet average,11,64,19,78,66,False,11,212,0,10,19,False,50,12,36,True,34,43,42,61,False,39,88,-401393.4294142532,0.0,-33466.32376813607,-17208.085769132224,0.0,-227288.81633429846,0.0,0.0,798671.6561266875,-3018.800458243699,0.0,-3279.893848609121,-40913.82883671724,0.0,-143009.85415909026,0.0,0.0,1005993.7748077649
